months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,net_capital,high_claim_flag
2,28,0,1,1000,1340.56,0,0,3,6,9,1,0,0,2,2,1,1,1,3,19,1,1,0,2,1,58140,6460,6460,45220,10,1,2008,0,0.11110920004815879,0.11110920004815879,0.7777644003371115,0,0
269,44,2,0,500,1297.75,4000000,0,3,7,5,3,0,-41400,0,1,2,0,4,1,15,3,0,0,1,0,98670,15180,15180,68310,3,34,2010,1,0.15384459466307224,0.15384459466307224,0.692300675983825,-41400,1
101,27,0,1,1000,433.33,0,1,5,6,9,2,25900,0,1,1,1,3,4,2,7,1,0,0,3,0,5900,1180,590,4130,8,12,2009,0,0.19996610743941703,0.09998305371970852,0.6998813760379596,25900,0
94,30,1,1,2000,1025.54,0,0,2,1,13,2,0,-52600,2,1,0,1,0,0,19,1,0,1,3,1,64100,6410,6410,51280,3,25,2001,0,0.09999843996193507,0.09999843996193507,0.7999875196954805,-52600,0
117,28,2,1,500,1264.77,0,0,0,13,19,4,47500,-32500,0,1,2,1,4,6,13,2,1,0,1,0,55440,5040,10080,40320,11,15,2009,1,0.09090745116430078,0.18181490232860156,0.7272596093144063,15000,0
111,27,2,1,500,1459.97,5000000,1,4,11,19,2,0,0,0,2,0,3,4,3,2,3,0,1,2,0,80850,7350,14700,58800,5,14,2011,1,0.09090796650628935,0.1818159330125787,0.7272637320503148,0,1
242,40,2,0,500,1238.65,0,0,2,13,3,0,0,-44600,3,1,3,3,6,6,5,1,1,1,1,0,7480,680,680,6120,10,3,1998,0,0.09089693891191017,0.09089693891191017,0.8180724502071915,-44600,0
440,61,2,1,500,1050.76,0,1,6,13,12,5,41500,-70200,2,2,0,1,2,5,21,1,0,2,3,0,53640,5960,5960,41720,9,26,2004,1,0.11110903972707444,0.11110903972707444,0.7777632780895211,-28700,0
20,23,2,2,1000,1711.72,0,0,3,12,0,5,0,0,0,1,0,1,4,4,21,3,0,2,2,0,63250,5750,11500,46000,3,34,2002,1,0.09090765363393465,0.1818153072678693,0.7272612290714772,0,0
461,57,0,0,500,865.33,7000000,0,2,4,9,3,0,0,0,2,0,0,1,2,7,3,0,0,1,0,59040,9840,9840,39360,4,30,1995,0,0.16666384376958385,0.16666384376958385,0.6666553750783354,0,0
208,36,0,1,500,1153.49,0,1,0,2,0,2,0,0,0,2,2,2,4,0,16,3,1,1,0,1,50500,10100,5050,35350,0,33,2004,0,0.19999603968238253,0.09999801984119126,0.6999861388883388,0,0
279,43,2,2,2000,1281.25,0,1,0,6,6,2,0,0,2,2,0,3,4,1,13,1,1,0,1,0,57690,6410,12820,38460,8,7,2010,1,0.11110918514152987,0.22221837028305974,0.6666551108491793,0,0
244,40,0,0,500,1342.8,0,0,4,11,0,0,0,0,3,1,3,3,1,6,2,1,1,1,3,1,5940,660,660,4620,12,9,2014,0,0.1110924086854065,0.1110924086854065,0.7776468607978455,0,0
134,30,2,1,2000,1443.32,0,0,6,3,7,4,0,0,0,1,0,1,4,3,19,3,0,0,2,1,47790,5310,5310,37170,11,19,1995,1,0.11110878617312883,0.11110878617312883,0.7777615032119019,0,0
122,29,2,1,1000,1629.94,0,0,5,8,16,2,0,-47100,1,1,3,3,4,5,17,1,0,0,1,0,3850,350,350,3150,4,27,2014,0,0.09088548428979486,0.09088548428979486,0.8179693586081537,-47100,0
156,31,0,0,2000,1134.08,0,1,6,7,15,0,0,0,2,0,0,3,0,0,3,1,0,2,0,0,59000,5900,5900,47200,5,16,2013,1,0.09999830511347266,0.09999830511347266,0.7999864409077813,0,0
232,43,2,1,500,1483.91,8000000,1,1,6,9,0,0,-33600,0,1,0,0,1,0,17,3,0,0,1,0,70600,7060,14120,49420,13,28,2013,1,0.09999858358946757,0.19999716717893515,0.699990085126273,-33600,1
244,40,1,2,2000,1304.67,7000000,1,5,1,0,2,0,-45000,0,2,1,3,4,2,5,3,0,1,1,0,61490,5590,11180,44720,4,30,2001,0,0.09090761249613764,0.1818152249922753,0.7272608999691011,-45000,0
84,30,0,2,2000,1035.79,0,0,4,10,11,5,44400,-51500,2,2,1,3,4,3,9,1,0,1,0,1,57640,5240,10480,41920,13,28,2010,0,0.09090751374889401,0.18181502749778802,0.7272601099911521,-7100,0
394,57,0,1,500,1401.2,0,0,2,2,12,3,51500,0,3,1,3,3,0,2,9,1,0,1,0,0,6890,1060,1060,4770,1,5,1999,0,0.15382382818168625,0.15382382818168625,0.6922072268175882,51500,0
246,45,0,1,1000,1665.45,0,1,3,6,10,5,34400,-33100,0,2,0,1,3,1,9,3,0,2,2,0,53280,11840,5920,35520,12,9,2006,1,0.22221805146299806,0.11110902573149903,0.6666541543889942,1300,0
35,29,1,2,2000,653.66,0,0,3,5,18,4,52100,-46900,0,1,1,1,4,6,22,3,0,0,0,0,78300,15660,7830,54810,2,37,2009,0,0.19999744575420492,0.09999872287710246,0.6999910601397172,5200,1
156,37,2,0,500,1080.13,0,1,0,10,15,2,0,-61000,0,1,0,0,3,6,15,3,1,0,3,0,41490,4610,4610,32270,9,29,2001,0,0.11110843315417801,0.11110843315417801,0.7777590320792461,-61000,0
195,36,1,0,2000,1346.18,0,0,0,6,4,5,57800,-53300,0,0,2,1,4,2,14,3,1,2,3,1,68970,12540,6270,50160,3,34,2007,0,0.1818155456641197,0.09090777283205985,0.7272621826564788,4500,0
369,55,2,1,2000,1589.54,0,1,1,5,4,0,55400,0,0,1,1,3,5,0,6,3,0,2,0,1,85300,17060,8530,59710,12,18,2003,0,0.19999765536160186,0.09999882768080093,0.6999917937656065,55400,1
271,40,0,0,1000,1251.65,0,0,0,7,4,5,71200,0,1,1,1,3,1,2,6,1,0,0,0,0,3080,560,280,2240,1,4,2012,0,0.18175916910094125,0.09087958455047063,0.727036676403765,71200,0
332,47,0,0,2000,1083.01,0,1,4,2,13,2,91900,0,0,0,0,3,6,0,22,4,1,2,0,0,71760,11040,11040,49680,7,17,2010,1,0.15384400997756442,0.15384400997756442,0.6922980448990399,91900,1
107,26,2,0,500,974.59,0,0,3,1,16,5,62800,0,0,1,1,0,1,0,14,3,0,1,0,0,59700,11940,11940,35820,9,35,2002,0,0.19999664997236227,0.19999664997236227,0.5999899499170868,62800,0
217,39,0,2,2000,1399.85,0,0,5,7,16,2,49900,-19800,0,0,1,1,1,1,16,3,0,0,2,0,64920,10820,10820,43280,5,16,1997,0,0.16666409944393956,0.16666409944393956,0.6666563977757582,30100,0
243,43,1,2,500,1307.74,0,0,0,6,2,3,0,-75700,0,0,0,0,4,5,10,3,0,0,1,0,37530,4170,4170,29190,7,36,2008,0,0.11110815059550772,0.11110815059550772,0.777757054168554,-75700,0
296,42,1,1,2000,1219.27,0,1,0,12,13,0,53100,-63400,0,2,2,0,6,1,9,3,1,1,2,0,64080,7120,7120,49840,10,2,2012,0,0.11110937719448823,0.11110937719448823,0.7777656403614176,-10300,0
264,41,2,0,500,1411.3,0,1,6,9,6,4,55600,0,2,1,1,2,3,4,4,1,0,1,0,0,60390,10980,5490,43920,2,22,2004,1,0.18181517113477175,0.09090758556738587,0.727260684539087,55600,0
108,33,0,0,2000,694.45,0,0,3,1,8,1,0,0,0,2,0,3,6,3,6,3,0,0,1,1,64350,5850,11700,46800,9,29,2011,1,0.09090767820235894,0.18181535640471788,0.7272614256188715,0,0
32,38,0,0,500,1006.77,6000000,0,1,7,17,3,0,0,0,2,1,3,4,3,15,3,1,2,1,1,70900,14180,7090,49630,2,38,1997,0,0.199997179165315,0.0999985895826575,0.6999901270786025,0,1
259,39,2,1,1000,1422.36,0,0,3,2,12,4,0,-83900,0,2,1,1,3,1,12,3,0,1,3,0,46560,7760,7760,31040,9,35,2012,0,0.16666308713300831,0.16666308713300831,0.6666523485320333,-83900,0
186,33,1,0,1000,1348.32,0,0,0,2,6,5,37600,-37600,3,1,3,3,1,0,3,1,0,2,1,0,4730,860,860,3010,3,25,2013,1,0.18177975058127246,0.18177975058127246,0.6362291270344536,0,0
201,40,2,1,2000,1315.56,0,0,6,13,18,1,0,0,3,1,1,3,4,4,14,1,1,0,0,1,6820,1240,1240,4340,7,17,2003,0,0.1817915261691834,0.1817915261691834,0.6362703415921419,0,0
436,58,2,1,2000,1407.01,5000000,1,6,12,17,2,47400,-27600,2,1,0,3,6,5,10,1,0,0,2,0,59900,11980,5990,41930,2,37,1997,1,0.19999666115757667,0.09999833057878833,0.6999883140515183,19800,0
189,36,2,1,2000,1388.58,0,0,4,8,1,3,0,-49400,0,2,0,3,6,5,17,3,0,1,3,1,79560,13260,13260,53040,5,13,2009,0,0.16666457183796082,0.16666457183796082,0.6666582873518433,-49400,1
105,33,0,2,500,1310.76,0,0,2,0,11,1,0,-40900,2,0,2,2,5,4,8,1,1,0,1,0,70290,12780,6390,51120,0,23,2008,0,0.181815595168656,0.090907797584328,0.727262380674624,-40900,0
163,31,1,0,1000,1004.63,6000000,1,3,8,10,1,26900,0,0,1,2,0,4,2,14,3,1,2,0,0,63910,5810,11620,46480,11,15,1999,0,0.09090766847647509,0.18181533695295019,0.7272613478118007,26900,0
219,40,2,0,500,1134.91,0,0,0,13,9,1,68700,0,3,1,3,3,4,5,6,1,0,1,0,0,6400,640,640,5120,12,9,1997,0,0.09998437744102484,0.09998437744102484,0.7998750195281987,68700,0
88,25,1,1,1000,1194.0,0,0,3,5,12,0,0,0,2,1,0,0,4,4,6,1,1,1,2,1,66780,7420,7420,51940,5,13,2013,1,0.11110944729788413,0.11110944729788413,0.7777661310851889,0,0
40,39,1,2,1000,1248.25,4000000,0,1,11,10,3,0,-33300,1,1,1,3,5,4,8,1,0,0,2,0,8760,1460,1460,5840,2,0,2013,0,0.16664764296313206,0.16664764296313206,0.6665905718525282,-33300,0
284,42,2,0,500,1338.54,-1000000,1,0,6,11,5,0,0,2,2,0,0,0,0,13,1,1,0,1,0,94160,8560,17120,68480,3,25,1996,0,0.09090812544471703,0.18181625088943407,0.7272650035577363,0,1
59,40,0,1,2000,782.23,0,1,1,10,9,2,64200,-32300,0,0,2,0,2,6,0,3,0,0,2,0,51570,5730,11460,34380,2,37,2010,0,0.11110895658412674,0.22221791316825348,0.6666537395047605,31900,0
39,31,0,1,2000,1366.9,0,0,2,5,14,0,0,-15700,0,1,0,1,0,3,14,3,0,1,0,0,52700,10540,10540,31620,2,38,2014,1,0.19999620500559762,0.19999620500559762,0.5999886150167929,-15700,0
147,34,0,2,1000,1275.81,0,1,2,11,7,5,0,-48300,2,2,1,1,1,1,13,1,1,2,2,0,101010,15540,15540,69930,8,24,1998,0,0.15384463078278604,0.15384463078278604,0.6923008385225371,-48300,1
156,37,1,1,500,1090.65,0,1,2,3,9,4,0,-51800,0,1,1,3,0,1,16,4,0,1,2,1,53400,5340,5340,42720,6,10,2010,1,0.09999812737589184,0.09999812737589184,0.7999850190071347,-51800,0
123,31,1,1,500,1326.0,0,0,0,9,1,5,0,-54600,2,2,2,1,4,4,13,1,0,1,2,0,72120,12020,12020,48080,8,24,2009,0,0.16666435573550006,0.16666435573550006,0.6666574229420003,-54600,1
231,43,0,1,2000,972.47,0,1,1,10,15,5,0,-58100,0,0,1,3,3,2,15,3,1,2,2,1,77100,7710,15420,53970,1,4,2010,0,0.0999987029999611,0.1999974059999222,0.6999909209997276,-58100,1
247,39,0,0,500,806.31,0,0,1,5,7,5,0,0,1,1,3,3,4,3,3,1,0,2,3,0,3300,600,0,2700,4,30,2003,0,0.18176310209027569,0.0,0.8179339594062406,0,0
194,35,0,2,500,1416.24,0,0,4,0,9,1,0,0,1,1,1,3,6,3,7,1,1,1,0,0,5940,1080,540,4320,9,29,2003,0,0.181787577848847,0.0908937889244235,0.727150311395388,0,0
119,27,1,1,2000,1097.64,0,1,2,13,18,2,27100,0,0,1,0,2,3,3,16,2,0,1,0,0,63720,7080,21240,35400,0,33,2006,0,0.11110936739850284,0.33332810219550857,0.5555468369925143,27100,0
259,43,0,0,500,947.75,0,0,5,4,0,1,0,-39300,3,1,3,3,4,5,15,1,0,1,3,0,7680,1280,640,5760,1,5,2008,0,0.16664496810311158,0.08332248405155579,0.749902356464002,-39300,0
107,31,0,0,2000,1018.73,5000000,1,0,5,19,3,20000,-82700,0,2,2,3,1,5,21,3,1,1,2,0,93730,14420,21630,57680,6,8,2001,0,0.1538445124878642,0.2307667687317963,0.6153780499514568,-62700,1
48,44,0,0,2000,1400.74,0,1,1,11,0,2,34000,-55600,0,1,0,3,0,0,23,3,1,0,2,0,87300,17460,17460,52380,7,36,2013,0,0.1999977090754974,0.1999977090754974,0.5999931272264922,-21600,1
267,40,0,1,500,1155.53,5000000,1,3,13,4,5,0,-35200,1,1,3,3,1,1,5,1,0,0,2,0,5670,1260,630,3780,5,14,1997,0,0.22218303650149884,0.11109151825074942,0.6665491095044965,-35200,0
286,47,1,1,500,1386.93,0,1,2,8,3,0,54100,-77600,0,1,1,2,1,6,15,3,1,0,0,0,65800,13160,6580,46060,0,33,2001,0,0.1999969605325147,0.09999848026625735,0.6999893618638015,-23500,0
175,34,2,0,500,915.29,0,0,3,5,0,5,82400,-57100,2,0,0,2,1,0,14,1,0,2,1,1,36720,4080,4080,28560,6,6,2009,1,0.11110808529179489,0.11110808529179489,0.7777565970425642,25300,0
111,29,0,1,500,1239.55,2000000,0,6,4,11,3,0,0,2,2,0,1,4,5,1,1,0,1,1,1,52800,4800,9600,38400,8,24,1996,1,0.09090736917861404,0.18181473835722808,0.7272589534289123,0,0
151,37,1,1,500,1366.42,0,0,0,10,6,4,44000,0,0,1,2,1,4,0,14,3,0,1,2,1,59100,5910,5910,47280,9,26,1998,1,0.09999830798125244,0.09999830798125244,0.7999864638500195,44000,0
156,37,2,2,1000,1086.48,6000000,1,0,6,10,4,0,-53800,0,1,2,2,1,4,17,3,0,1,1,1,77440,14080,7040,56320,11,21,1999,0,0.18181583398974704,0.09090791699487352,0.7272633359589882,-53800,1
165,36,0,1,2000,1247.87,0,1,5,1,9,0,0,-39700,0,2,2,1,1,3,20,3,0,2,2,0,45700,4570,4570,36560,2,0,2008,0,0.099997811864073,0.099997811864073,0.799982494912584,-39700,0
253,41,2,0,2000,1312.75,0,0,6,11,7,2,81300,0,0,1,0,2,4,6,10,3,0,2,2,1,80740,7340,14680,58720,12,9,2014,1,0.0909079649744244,0.1818159299488488,0.7272637197953952,81300,1
10,26,1,0,2000,765.64,0,1,4,11,0,1,0,-22200,0,0,0,0,4,4,3,3,0,0,3,0,31350,2850,5700,22800,6,6,2001,1,0.09090619119007368,0.18181238238014735,0.7272495295205894,-22200,0
158,33,2,0,2000,1327.41,0,0,0,5,16,2,0,-38600,2,2,2,2,4,2,0,1,0,0,0,0,35000,3500,7000,24500,11,21,2012,0,0.09999714293877318,0.19999428587754636,0.6999800005714123,-38600,0
436,59,2,2,1000,1338.55,0,1,6,10,2,3,39000,0,0,2,2,3,6,2,10,3,0,2,2,0,68000,13600,6800,47600,12,11,2014,0,0.19999705886678137,0.09999852943339069,0.6999897060337348,39000,0
91,30,0,1,2000,1316.63,8000000,0,5,6,9,4,43900,0,0,2,1,2,4,3,13,3,1,2,0,0,84500,13000,13000,58500,2,38,2009,0,0.15384433320315735,0.15384433320315735,0.6922994994142081,43900,1
256,42,0,2,1000,1286.44,0,0,4,13,3,5,0,-39500,2,1,1,3,6,3,14,1,0,2,1,0,75500,7550,15100,52850,9,35,1998,0,0.0999986755142316,0.1999973510284632,0.6999907285996212,-39500,1
274,46,2,2,1000,1372.18,0,1,2,3,3,1,0,0,0,2,2,2,6,5,22,3,0,1,3,0,90600,15100,15100,60400,2,37,2009,0,0.16666482709903865,0.16666482709903865,0.6666593083961546,0,1
275,45,1,2,2000,1447.77,0,0,0,0,4,5,39400,-63900,0,2,2,0,5,3,8,3,1,1,1,0,64320,5360,10720,48240,0,23,1998,0,0.08333203774816934,0.1666640754963387,0.7499883397335241,-24500,0
1,33,0,1,500,903.32,0,0,2,13,19,1,0,0,0,1,1,3,1,3,1,3,0,1,0,0,31700,6340,3170,22190,12,18,2006,0,0.19999369105075548,0.09999684552537774,0.6999779186776443,0,0
85,30,1,2,1000,1454.42,0,1,0,10,15,2,51600,-73900,2,2,0,2,1,6,19,1,1,0,1,1,74280,12380,12380,49520,11,15,2006,1,0.16666442293453237,0.16666442293453237,0.6666576917381295,-22300,1
233,37,0,0,2000,1603.42,0,0,2,11,18,5,61600,-30200,2,0,2,1,1,1,17,1,1,0,2,1,80520,13420,6710,60390,12,11,2005,0,0.16666459681325368,0.08333229840662684,0.7499906856596416,31400,1
142,30,1,1,2000,1616.58,0,1,3,0,14,0,58500,-46800,0,1,0,2,4,2,13,3,1,0,3,1,63600,6360,12720,44520,4,30,2010,0,0.09999842769767771,0.19999685539535542,0.6999889938837439,11700,0
266,44,0,1,500,1611.83,0,1,2,5,12,0,0,0,2,0,2,3,6,5,4,1,0,1,2,1,32800,3280,3280,26240,2,0,2012,0,0.09999695131245999,0.09999695131245999,0.7999756104996799,0,0
350,50,2,2,500,889.13,0,0,5,8,2,2,0,0,0,1,2,3,3,3,14,3,0,0,2,0,44190,9820,4910,29460,1,4,2015,0,0.22221719354619718,0.11110859677309859,0.6666515806385915,0,0
97,26,0,1,1000,1252.08,0,1,1,3,17,1,0,0,0,1,0,2,5,6,4,2,1,2,2,0,50400,10080,5040,35280,6,8,2000,1,0.19999603182476539,0.09999801591238269,0.6999861113866789,0,0
399,55,0,2,2000,995.56,0,1,3,12,17,1,0,-65400,0,2,2,3,1,3,23,3,1,1,1,1,88400,17680,8840,61880,9,29,2010,0,0.19999773758215406,0.09999886879107703,0.6999920815375392,-65400,1
305,49,0,0,2000,1347.92,0,0,2,4,3,3,0,-42100,0,0,2,1,1,2,21,3,1,0,2,0,66550,12100,6050,48400,13,20,2003,0,0.1818154498054124,0.0909077249027062,0.7272617992216496,-42100,0
276,47,1,0,1000,1724.09,0,1,6,2,19,3,0,0,0,1,1,3,1,0,23,3,1,0,0,0,65780,5980,11960,47840,3,34,2014,0,0.09090770891290799,0.18181541782581598,0.7272616713032639,0,0
257,40,1,1,500,1379.93,0,1,4,1,0,0,0,0,0,2,0,2,1,1,6,3,0,0,2,1,51810,9420,4710,37680,1,4,2002,1,0.1818146725598811,0.09090733627994055,0.7272586902395244,0,0
78,31,1,1,1000,1554.64,4000000,1,6,10,2,3,0,-27900,2,0,0,2,6,6,21,1,0,1,0,0,55660,5060,10120,40480,6,8,2009,1,0.09090745764538904,0.1818149152907781,0.7272596611631124,-27900,0
129,28,2,2,1000,1377.94,0,1,5,6,0,1,0,0,2,2,0,1,1,6,23,1,0,2,3,0,44640,9920,4960,29760,12,9,2005,0,0.22221724423736028,0.11110862211868014,0.6666517327120808,0,0
283,46,0,2,2000,1313.33,0,0,6,13,15,0,53500,-73600,0,0,0,0,1,5,3,3,0,1,3,0,77660,7060,14120,56480,9,26,2004,1,0.09090792032036672,0.18181584064073344,0.7272633625629338,-20100,1
85,25,1,1,500,1259.02,0,0,3,12,0,4,67000,-53600,1,1,3,3,4,3,8,1,0,2,2,0,5640,940,940,3760,9,35,2005,0,0.16663712107782308,0.16663712107782308,0.6665484843112923,13400,0
101,26,0,2,1000,1371.88,0,0,4,9,15,0,0,0,1,1,3,3,5,0,4,1,0,2,2,0,3190,580,580,2030,11,21,1995,0,0.18176120338451895,0.18176120338451895,0.6361642118458164,0,0
96,30,2,0,500,1399.27,6000000,1,1,9,10,5,38900,-48700,2,2,2,1,0,0,22,1,0,0,0,1,53440,0,6680,46760,5,13,2004,0,0.0,0.12499766097191295,0.8749836268033907,-9800,0
121,31,0,2,1000,1061.98,6000000,0,3,1,4,4,0,0,2,1,1,3,6,2,16,1,0,0,1,1,65250,7250,7250,50750,2,0,2002,0,0.1111094082849305,0.1111094082849305,0.7777658579945135,0,0
176,39,2,1,500,1365.46,4000000,1,1,1,17,4,0,-56600,0,2,1,1,4,1,14,3,0,2,1,0,44280,4920,4920,34440,3,32,2008,0,0.1111086018834263,0.1111086018834263,0.7777602131839841,-56600,0
159,37,0,2,1000,894.4,0,1,0,12,4,5,0,-53700,2,1,2,3,1,6,13,1,1,2,0,0,70290,7810,7810,54670,4,30,1999,0,0.11110953038084534,0.11110953038084534,0.7777667126659173,-53700,0
120,30,1,1,500,956.69,0,0,0,8,12,0,39600,-64300,2,0,1,2,1,2,20,1,0,1,1,1,87100,8710,8710,69680,10,1,2000,0,0.0999988519075556,0.0999988519075556,0.7999908152604448,-24700,1
212,35,1,2,2000,1123.89,0,1,4,8,18,4,35400,-49200,0,0,2,1,1,1,0,3,0,1,3,0,50380,4580,4580,41220,11,15,1996,0,0.09090728647704492,0.09090728647704492,0.8181655782934043,-13800,0
290,45,0,0,500,1085.03,0,0,3,11,6,5,0,-61000,0,2,2,3,5,0,23,3,1,2,2,0,64800,12960,6480,45360,1,4,2014,1,0.1999969136278761,0.09999845681393806,0.6999891976975664,-61000,0
299,42,2,0,2000,1437.33,0,0,0,2,12,5,25000,0,2,1,1,2,4,1,13,1,1,1,3,0,70400,12800,12800,44800,2,0,2000,0,0.1818155992102385,0.1818155992102385,0.6363545972358348,25000,0
66,26,0,1,1000,988.29,0,1,1,1,16,3,0,0,2,1,0,3,1,3,8,1,0,2,2,1,57860,0,10520,47340,11,19,2008,1,0.0,0.1818150394911944,0.8181676777103749,0,0
334,47,0,2,500,1238.89,0,1,5,10,17,2,0,0,3,1,1,3,6,3,3,1,0,0,3,0,6240,960,960,4320,5,16,2011,0,0.15382150296426855,0.15382150296426855,0.6921967633392084,0,0
216,38,1,0,1000,1384.64,5000000,0,0,12,2,4,0,0,2,1,2,3,5,1,16,1,0,2,3,0,66600,16650,11100,38850,7,17,2012,1,0.24999624630260808,0.1666641642017387,0.5833245747060855,0,0
86,28,1,0,2000,1595.07,0,1,6,13,10,4,75800,0,2,2,1,3,5,2,19,1,1,0,2,1,70920,11820,11820,47280,7,36,2002,0,0.16666431663400122,0.16666431663400122,0.6666572665360049,75800,1
429,56,2,1,1000,1127.89,6000000,1,0,6,16,3,67400,-43800,2,1,1,0,6,6,0,1,1,2,0,1,39480,6580,6580,26320,11,15,2002,0,0.16666244522681797,0.16666244522681797,0.6666497809072719,23600,0
257,43,1,2,2000,929.7,6000000,0,6,5,0,0,46400,-74300,2,0,2,2,5,0,12,1,0,2,2,1,63240,10540,5270,47430,8,12,2005,0,0.16666403124555274,0.08333201562277637,0.7499881406049873,-27900,0
15,34,0,0,1000,1829.63,0,1,3,12,6,1,56700,0,0,2,2,2,4,0,21,3,1,1,0,0,67650,12300,6150,49200,1,5,2009,0,0.1818154942277276,0.0909077471138638,0.7272619769109104,56700,0
230,39,0,0,1000,904.7,7000000,0,4,2,3,4,68600,-22300,2,0,0,1,4,5,0,1,0,1,3,0,74200,14840,14840,44520,0,33,2002,1,0.19999730461853613,0.19999730461853613,0.5999919138556085,46300,1
250,43,2,2,1000,1243.84,0,0,3,12,14,3,47900,-73400,2,2,1,2,5,1,22,1,1,1,3,0,64900,12980,12980,38940,13,20,2011,0,0.19999691838338393,0.19999691838338393,0.5999907551501518,-25500,0
270,44,0,2,2000,1030.95,0,0,0,6,13,2,47200,0,0,1,0,0,0,3,20,3,0,1,0,0,35900,7180,3590,25130,1,4,2007,1,0.1999944291245369,0.09999721456226845,0.6999805019358792,47200,0
65,26,1,0,500,1285.03,3000000,0,2,2,4,4,0,-41500,2,1,1,1,5,5,0,1,0,1,3,0,52200,5220,10440,36540,6,8,2011,0,0.09999808432788644,0.19999616865577288,0.699986590295205,-41500,0
475,57,2,0,500,1216.56,0,1,5,0,16,3,67400,-83200,2,0,1,3,4,2,20,1,0,0,2,0,78000,6500,13000,58500,11,15,2000,0,0.08333226497096191,0.16666452994192382,0.7499903847386572,-15800,1
77,27,1,2,2000,966.26,0,0,2,0,0,3,56400,-32800,0,0,1,0,1,6,1,3,1,0,0,0,67200,6720,6720,53760,13,28,1995,0,0.09999851192690586,0.09999851192690586,0.7999880954152468,23600,0
256,43,2,0,500,1203.17,0,0,4,9,9,4,56700,-65600,2,1,2,1,6,2,11,1,0,0,0,0,63250,11500,5750,46000,9,35,1997,0,0.1818153072678693,0.09090765363393465,0.7272612290714772,-8900,0
229,37,0,1,2000,1212.12,0,0,4,2,13,1,65600,0,0,2,0,2,6,1,14,3,1,1,1,1,68760,11460,5730,51570,5,16,1995,0,0.16666424281205916,0.08333212140602958,0.7499890926542663,65600,0
110,28,2,1,1000,1573.93,0,1,1,7,12,2,30400,0,0,2,1,3,1,6,20,3,1,0,2,0,65040,10840,10840,43360,11,19,2010,0,0.16666410418044003,0.16666410418044003,0.6666564167217601,30400,0
177,33,0,0,1000,1609.67,0,1,1,0,19,5,0,-13200,2,2,0,0,4,6,22,1,0,1,3,0,82800,20700,13800,48300,7,17,2004,1,0.24999698071279333,0.16666465380852888,0.5833262883298511,-13200,1
292,44,2,2,500,1097.57,0,1,6,8,1,4,0,0,2,2,2,2,4,1,12,1,0,1,0,1,61700,6170,6170,49360,10,2,2005,0,0.09999837928072479,0.09999837928072479,0.7999870342457983,0,0
451,61,1,1,2000,1618.65,2000000,0,0,13,14,4,0,-42600,0,1,0,0,2,1,3,3,1,2,1,1,78100,15620,7810,54670,3,34,1997,1,0.19999743921332633,0.09999871960666316,0.6999910372466421,-42600,1
61,24,1,0,500,922.67,0,0,1,8,13,2,47400,0,0,1,0,0,4,3,15,3,1,2,1,0,65520,9360,9360,46800,12,18,2011,1,0.1428549625310969,0.1428549625310969,0.7142748126554845,47400,0
150,30,1,0,1000,1342.02,0,1,4,9,14,3,0,0,1,1,3,3,5,0,8,1,1,0,2,0,4500,450,450,3600,10,2,1999,0,0.09997778271495224,0.09997778271495224,0.7998222617196179,0,0
283,41,2,0,500,1195.01,0,0,0,11,15,3,60700,-54300,0,2,0,2,6,3,13,3,0,0,2,0,42700,0,6100,36600,8,24,2011,1,0.0,0.14285379733495704,0.8571227840097422,6400,0
291,46,2,2,1000,994.74,0,0,2,0,14,3,0,-55300,1,1,1,3,4,2,8,1,0,2,2,1,5580,620,620,4340,13,28,2005,1,0.11109120229349578,0.11109120229349578,0.7776384160544705,-55300,0
162,31,1,0,1000,1050.24,0,0,5,0,5,5,30700,0,1,1,1,3,0,0,7,1,0,0,0,0,3600,360,720,2520,2,37,2013,1,0.09997222993612885,0.1999444598722577,0.6998056095529019,30700,0
154,36,0,1,2000,1313.51,7000000,0,5,3,7,3,68500,0,3,1,3,3,4,4,9,1,0,2,0,0,2800,280,280,2240,13,28,2015,0,0.09996429846483398,0.09996429846483398,0.7997143877186719,68500,0
289,47,2,2,2000,1102.29,0,0,0,0,10,3,73000,-37900,2,0,1,0,5,3,15,1,0,1,0,1,54000,6000,6000,42000,12,18,1996,0,0.11110905353604562,0.11110905353604562,0.7777633747523194,35100,0
10,19,1,1,1000,1185.78,0,0,3,2,19,5,0,-60700,2,2,1,3,0,3,5,1,0,0,2,0,48950,4450,8900,35600,0,33,2011,1,0.09090723376437662,0.18181446752875324,0.727257870115013,-60700,0
309,47,0,2,500,1527.95,0,1,6,3,10,2,69400,0,0,1,0,2,6,3,15,4,1,0,1,0,77800,15560,15560,46680,4,30,2002,0,0.1999974293389545,0.1999974293389545,0.5999922880168636,69400,1
